ASSINATURA;VENCIMENTO;FORNECEDOR;TIPO;VALOR;OBJETIVO
25/08/2014;27/04/2015;MATERIAIS DE CONSTRUÇÃO CAÇAMBA DOURADA LTDA;Compras em Geral;160000;A CONTRATADA SE OBRIGA A FORNECER AQUISIÇÃO AREIA LAVADA GROSSA (0.35 A 1.80 MM)  PARA A SECRETARIA DE OBRAS CONFORME ESPECIFICAÇÕES CONSTANTES NO ANEXO II. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA E NO ATO DO JULGAMENTO.
05/08/2014;31/07/2015;FABICON ENGENHARIA CONSTRUTORA E PAISAGISMO LTDA.;Obras e Serviços de Engenharia;840043.16;A CONTRATADA SE OBRIGA À CONSTRUÇÃO DA CRECHE DE LUMIAR - DISTRITO LUMIAR NOVA FRIBURGO CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NOS ANEXOS DO EDITAL DO CERTAME EM REFERENCIA.
01/08/2014;31/08/2014;CANOA DA SERRA TURISMO E VIAGENS LTDA-ME;Prestação de serviços;4800;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇO DE TRANSPORTE/VIAGEM EM VEÍCULOS  COM NO MÍNIMO 15 LUGARES. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO I E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERENCIA. E NO RESULTADO DO JULG
22/08/2014;12/09/2014;CONTUB EQUIPAMENTOS PARA CONSTRUÇÃO LTDA.;Prestação de serviços;22500;A  CONTRATADA SE OBRIGA A PRESTAÇÃO  DE SERVIÇOS:   CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ESTRUTURAS  PARA  REALIZAÇÃO DO DESFILE CÍVICO MILITAR DE 7 DE SETEMBRO 2014. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES  NO  ANEXO  II E NA PROPO
21/08/2014;31/12/2014;CHURRASCARIA L. ALEGRE ALTA LTDA;Compras em Geral;22703.2;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇO DE  REFEIÇÕES DESTINADAS AOS PLANTONISTAS E AGENTES DE TRÂNSITO . CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES DO ANEXO  I  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO
05/08/2014;01/02/2015;Diego K. da Roza - Me;Compras em Geral;236500;A CONTRATADA SE OBRIGA A FORNECER AQUISIÇÃO DE PRANCHÃO DE EUCALIPTO-SALIGNA. E VIGAS DE EUCALIPTO-SALIGNA PARA A SECRETARIA DE OBRAS CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  II. E NA PROPOSTA DETALHE AO EDITAL  DO CERTAME EM
21/08/2014;31/12/2014;ERMAR ALIMENTOS LTDA;Compras em Geral;112065.6;O PRESENTE CONTRATO TEM POR OBJETO  A AQUISIÇÃO DE LANCHES PARA DIVERSOS EVENTOS  DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE NOVA FRIBURGO CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTE DO ANEXO II E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM
13/08/2014;14/08/2015;AMBAR PRODUÇÕES LTDA ME;Prestação de serviços;32530;O OBJETO DO PRESENTE CONTRATO E A EXECUÇÃO POR EMPRESA  ESPECIALIZADA PARA REALIZAÇÃO DO 23º ENCONTRO DA MULHER  RURAL. CONFORME ESPECIFICAÇÃO . CONDIÇÕES E QUANTIDADES CONSTANTES  NO ANEXO  II E NA PROPOSTA DETALHE  DO EDITAL DO CERTAME EM REFERENCIA E N
08/08/2014;06/02/2015;PEDRINCO S/A - PEDREIRAS IND. DE CONCRETO;Compras em Geral;1015530;A CONTRATADA SE OBRIGA A FORNECER BRITA Nº 01. BRITA Nº 02. BRITA Nº 03. PÓ DE PEDRA E  RACHÃO. PARA UTILIZAÇÃO NA MANUTENÇÃO DAS ESTRADAS VICINAIS CONSTRUÇÃO CIVIL. SERVIÇOS DE CALÇAMENTO  E ALVENARIA PARA A SECRETARIA DE OBRAS. CONFORME ESPECIFICAÇÕES
08/08/2014;08/01/2015;ALFA  CONSTRUTORA E SERVIÇOS LTDA.;Compras em Geral;144000;A CONTRATADA SE OBRIGA A FORNECER  BICA CORRIDA  DE MOLEDO PARA UTILIZAÇÃO  NA MANUTENÇÃO DAS ESTRADAS VICINAIS. CONSTRUÇÃO CIVIL. SERVIÇOS DE CALÇAMENTO E ALVENARIA PARA SECRETARIA DE OBRAS CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES ANE
08/08/2014;08/01/2015;PEDRACOM  PEDREIRAS LTDA.;Compras em Geral;224000;A CONTRATADA SE OBRIGA  A FORNECER BICA CORRIDA PARA UTILIZAÇÃO NA MANUTENÇÃO DAS ESTRADAS VICINAIS. CONSTRUÇÃO CIVIL. SERVIÇOS DE CALÇAMENTO E ALVENARIA PARA SECRETARIA   DE OBRAS. CONFORME ESPECIFICAÇÕES. CONDIÇOES E QUANTIDADES CONSTANTES NO ANEXO II.
06/08/2014;04/07/2015;O DIA COMERCIAL LTDA.;Prestação de serviços;57037.49;TERMO DE RENOVAÇÃO DO CONTRATO 048/10.FICA MEDIANTE AUTORIZAÇÃO LEGAL E JUSTIFICATIVAS CONSTANTES NO PROCEDIMENTO ADMINISTRATIVO  Nº 10738/10.  RENOVADO POR MAIS 12 (DOZE) MESES COM PRAZO FINAL EM 05 DE AGOSTO DE 2015.PARÁGRAFO ÚNICO -  O PRAZO DEST
29/08/2014;30/08/2016;REME INDUSTRIA COMÉRCIO E REPRESENTAÇÕES LTDA;Prestação de serviços;30000;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE SERVIÇO POSTAL PARA ENVIO DE DOCUMENTOS EMITIDOS PELA ADMINISTRAÇÃO  MUNICIPAL E EMISSÃO DE TELEGRAMAS. EXCETO CARNÊS D
01/08/2014;31/07/2015;E & L PRODUCAO DE SOFTWARES;Prestação de serviços;588000;CONSTITUI  OBJETO DO PRESENTE A CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS PARA CONCESSÃO DE  LICENÇA USO DOS SOFTWARES CONFORME ABAIXO DESCRITO E ESPECIALMENTE NO  TERMO DE REFERENCIA. ANEXO II DO EDITAL. PARTE INTEGRANTE DESTE CONTRATO.
01/08/2014;01/08/2015;JUVENAL NESTOR CONDACK;Locação de Imóveis;1677.07;O PRESENTE CONTRATO DE LOCAÇÃO TEM COMO OBJETO O IMÓVEL SITUADO NA AVENIDA ANTONIO MÁRIO DE AZEVEDO. Nº 13156. CAMPO DO COELHO PARA FINS DO  CRAS - CENTRO DE  REFERENCIA E  ASSISTÊNCIA SOCIAL
08/08/2014;06/02/2015;PEDRINCO S/A - PEDREIRAS IND. DE CONCRETO;Compras em Geral;301220;A CONTRATADA SE OBRIGA A FORNECER AQUISIÇÃO DE ARTEFATOS DE CONCRETO PARA  A  SECRETRARIA  MUNICIPAL DE OBRAS. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES  NO ANEXO  II  E NA  PROPOSTA  DETALHE DO EDITAL DO CERTAME EM REFERENCIA E NO RESUL
05/08/2014;05/05/2015;EMAM-EMULSÕES E TRANSPORTES LTDA.;Compras em Geral;493920;A CONTRATADA SE OBRIGA AO FORNECIMENTO  DE EMULSÃO ASFÁLTICA  RM-C1.  PARA A PREFEITURA MUNICIPAL DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES  E QUANTIDADES CONSTANTES DO ANEXO  I  E NA PROPOSTA DETALHE DO EDITAL  DO CERTAME EM REFERÊNCIA E NO RE
19/08/2014;18/08/2015;IVECO LATIN AMERICA LTDA;Compras em Geral;150000;É AQUISIÇÃO DE VEÍCULOS  ACESSÍVEIS DE TRANSPORTE ESCOLAR DIÁRIO DE ESTUDANTES  DE ACORDO COM ESPECIFICAÇÕES. QUANTIDADES  ESTIMADAS E CONDIÇÕES PREVISTAS NO EDITAL DO PREGÃO ELETRÔNICO IDENTIFICADO NO PREÂMBULO . NO RESPECTIVO TERMO DE REFERÊNCIA E P
11/09/2014;10/09/2015;BRASFILTER INDUSTRIA E COMÉRCIO LTDA.;Compras em Geral;2205;O PRESENTE  CONTRATO TEM COMO OBJETO  A AQUISIÇÃO DE EQUIPAMENTO PARA COZINHAS E REFEITÓRIOS ESCOLARES. VISANDO  REEQUIPAR/MODERNIZAR AS ESCOLAS DA REDE  PUBLICA DE ENSINO  DOS ESTADOS. DISTRITO   FEDERAL. E  DEMAIS  ENTIDADES AUTORIZADAS A ADERIR  AO .P
18/09/2014;17/09/2015;DIGI-TRON-INSTRUMENTOS DE PESAGEM LTDA.;Compras em Geral;647.8;O PRESENTE CONTRATO TEM COMO OBJETO A AQUISIÇÃO DE EQUIPAMENTO(S)   PARA COZINHAS E REFEITÓRIOS ESCOLARES  VISANDO REEQUIPAR/MODERNIZAR  AS ESCOLAS DA REDE PÚBLICA  DE ENSINO  DOS ESTADOS. DISTRITO FEDERAL E MUNICÍPIOS E DEMAIS ENTIDADES AUTORIZADAS   A
18/09/2014;17/09/2015;ELETROLUX DA AMAZONIA  LTDA.;Compras em Geral;658.96;O PRESENTE CONTRATO  TEM COMO OBJETO  A AQUISIÇÃO  DE EQUIPAMENTO ( S )   PARA COZINHAS  E REFEITÓRIOS ESCOLARES  VISANDO REEQUIPAR/MODERNIZAR  AS ESCOLAS DA REDES   PUBLICAS  DE ENSINO DOS ESTADOS . DISTRITO FEDERAL.  E MUNICÍPIOS E DEMAIS ENTIDADES  AUT
01/09/2014;01/09/2015;JJ. MELLO PUBLICIDADE - ME;Prestação de serviços;36400;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇO DE SONORIZAÇÃO  ILUMINAÇÃO. APRESENTAÇÃO  DE CONJUNTO DE FORRÓ E DJ PARA EXECUÇÃO DE SERVIÇOS MENSAIS NO ESPAÇO DE CONVIVÊNCIA DA PESSOA IDOSA.
16/09/2014;17/11/2014;PCT CONSTRUTORA LTDA.;Obras e Serviços de Engenharia;34458.66;A CONTRATADA SE OBRIGA  A  CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DO MURO DE CONTENÇÃO EM CONCRETO CICLÓPICO. NA E.M. FRANCISCO OUVERNEY./NOVA FRIBURGO.  CONFORME ESPECIFICAÇÃO . CONDIÇÕES E QUANTIDADES CONSTANTES  NOS ANEXOS DO CERTAME EM REFERENCIA.
01/09/2014;01/01/1973;DIAS E PEREIRA CONSTRUÇÕES LTDA.;Obras e Serviços de Engenharia;104384.75;A CONTRATADA SE OBRIGA À REFORMA DA PRAÇA DO BAIRRO CATARCIONE - NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES . CONDIÇÕES QUANTIDADES CONSTANTES NOS ANEXOS DO EDITAL DO CERTAME EM REFERENCIA.
22/09/2014;22/12/2015;VALCIR M CARDOSO - ME;Prestação de serviços;30160;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇOS  DE  DE REPARO EM BOMBAS  INJETORAS E BICOS INJETORES   DOS VEÍCULOS DO MUNICÍPIO DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES  NA ANEXO  I  E NA PROPOSTA D
22/09/2014;23/03/2015;RIALTO MERCANTIL LTDA - ME;Compras em Geral;118;A CONTRATADA SE OBRIGA  A FORNECER TELHAS PARA A SECRETARIA MUNICIPAL DE OBRAS. CONFORME ESPECIFICAÇÕES E QUANTIDADES CONSTANTES NO ANEXO  II  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE QUANTO AO ITE
22/09/2014;23/03/2015;CUSTODIO CONSTRUCOES LTDA;Compras em Geral;31250;A CONTRATADA SE OBRIGA A FORNECER TELHAS PARA A SECRETARIA MUNICIPAL DE OBRAS CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO II . E NA PROPOSTA  DETALHE DO EDITAL DO CERTAME EM REFERENCIA E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE QUA
08/09/2014;31/12/2014;RIALTO MERCANTIL LTDA - ME;Compras em Geral;7495;A CONTRATADA SE OBRIGA A FORNECER CAIBRO E MADEIRIT PARA SECRETARIA  DE OBRAS CONFORME ESPECIFICAÇÕES . CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO II E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA E NO RESULTADO DO JULGAMENTO.
16/09/2014;01/12/2014;WALDIR TEIXEIRA DA  SILVA;Locação de Imóveis;8066.91;O PRESENTE CONTRATO DE LOCAÇÃO. TEM COMO OBJETO O IMÓVEL SITUADO  NA   AVENIDA  ANTONIO MARIO DE AZEVEDO2.275. CÓRREGO D'ANTAS. NESTA CIDADE  PARA FINS  DE  INSTALAÇÃO DO ALMOXARIFADO DA CENTRAL DA SECRETARIA DE EDUCAÇÃO.
26/09/2014;26/11/2014;NACIONAL RIO DE JANEIRO CAMINHÕES E ÕNIBUS LTDA;Prestação de serviços;612000;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE CAMINHÃO BASCULANTE PARA ATENDIMENTO DA SECRETARIA MUNICIPAL DE AGRICULTURA E DESENVOLVIMENTO. CONFORME CONDIÇÕES DETALHADAS NO  EDITAL  DO CERTAME EM REFERENCIA  E   NO RESULTADO  DO JULGAMENTO. TÃO SOMENTE QUANT
29/09/2014;14/11/2014;Diego K. da Roza - Me;Compras em Geral;11305;A CONTRATADA SE OBRIGA A FORNECER:  CAIBRO.MADEIRA. MADEIRIT. PEÇA EUCALIPTO. RIPA. PARA A SECRETARIA DE OBRAS CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO II DA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA E NO RESULTADO DO
01/09/2014;01/09/2015;JOSE DELAIR THEDIM;Locação de Imóveis;810;O PRESENTE CONTRATO DE LOCAÇÃO. TEM COMO OBJETO O IMÓVEL SITUADO  NA RUA APOLÔNIO PINTO.  Nº 02. MURY.  NESTA CIDADE. PARA FUNCIONAMENTO DA SEDE DA ADMINISTRAÇÃO DE MURY.
24/09/2014;24/12/2014;ERICTEL ASSESSORIA DE TELECOMUNICACOES LTDA ME;Prestação de serviços;7980;A CONTRATADA  SE OBRIGA À INSTALAÇÃO DE 40 PONTOS  DE RAMAIS. INCLUÍDO MATERIAL DE INSTALAÇÃO DA CENTRAL TELEFÔNICA  DO HOSPITAL MUNICIPAL RAUL SERTÃ. CONFORME  ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES  NA REQUISIÇÃO DE SERVIÇO E NA PROPOSTA DA
03/09/2014;01/09/2015;ERMAR ALIMENTOS LTDA;Compras em Geral;25270.6;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS PARA ATENDER A CASA DE ACOLHIMENTO   INSTITUCIONAL VILA  SORRISO CONSTANTES DO ANEXO   E NA PROPOSTA DO EDITAL DO CERTAME.
09/09/2014;31/12/2014;PROBITEC PRODUTOS BETUMINOSOS E TECNOLOGIA DE APL;Compras em Geral;47250;A CONTRATADA SE OBRIGA AO FORNECIMENTO  DE ASFALTO DILUÍDO CM 30 PARA A PREFEITURA  MUNICIPAL DE NOVA FRIBURGO CONFORME ESPECIFICAÇÕES CONDIÇÕES E QUANTIDADES CONSTANTES DO ANEXO  I  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERENCIA E NO RESULTADO
06/09/2014;02/10/2014;QUALITY MIX EMPREENDIMENTOS LTDA-ME;Prestação de serviços;4400;
03/09/2014;10/10/2014;RANDON S/A  IMPLEMENTOS E PARTICIPAÇÕES;Compras em Geral;175950;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE RETROESCAVADEIRA PARA ATENDIMENTO DA SECRETARIA MUNICIPAL DE AGRICULTURA E DESENVOLVIMENTO. CONFORME ESPECIFICAÇÕES CONSTANTES DA PROPOSTA DETALHE..
05/09/2014;20/11/2014;ALWIN WILHLHELM ELBERN;Prestação de serviços;7560;O PRESENTE CONTRATO TEM POR OBJETO A PRESTAÇÃO DE SERVIÇO DE DOSIMETRIA PESSOAL E FORNECIMENTO DE DOSÍMETRO TERMO LUMINICENTES.
24/09/2014;22/09/2015;SCHIMIDIT E SILVA DESENTUPIDORA DESINSETIZAÇÃ. COM;Prestação de serviços;13190;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇO DE CONTRATAÇÃO DE SERVIÇO DE DESCUPINIZAÇÃO DE UNIDADES MÓVEIS. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES. CONSTANTES NO ANEXO  I  E BA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERENCIA E NO RESULTADO
24/09/2014;31/12/2014;Diego K. da Roza - Me;Compras em Geral;52000;A CONTRATADA SE OBRIGA A FORNECER AQUISIÇÃO DE CIMENTO CPI- 32 -  SACA COM 50 KG..  PARA A SECRETARIA MUNICIPAL DE OBRAS. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO II. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERENCIA
15/09/2014;20/12/2014;PME MAQUINAS E EQUIPAMENTOS LTDA.;Compras em Geral;431500;A CONTRATADA SE OBRIGA A FORNECER MÁQUINAS E VEÍCULOS O KM PARA SECRETARIA MUNICIPAL DE OBRAS CONFORME ESPECIFICAÇÕES  CONDIÇÕES E QUANTIDADES CONSTANTES DOANEXO II  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERENCIA E NO RESULTADO DO JULGAMENTO TÃ
06/09/2014;16/09/2014;LOKASOM SONORIZACAO LTDA ME;Prestação de serviços;25000;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇO DE  CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SONORIZAÇÃO PARA ATENDER AO DESFILE CÍVICO ESCOLAR  DO DIA 07 DE SETEMBRO DE 2014. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES DO ANEXO I E NA PROPOSTA
05/09/2014;16/09/2014;CONTUB EQUIPAMENTOS PARA CONSTRUÇÃO LTDA.;Prestação de serviços;27000;A CONTRATADA TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO DE GRADES DE CONTENÇÃO PARA A REALIZAÇÃO DO DESFILE CÍVICO DE 07 DE SETEMBRO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES  E QUANTIDADES CONSTANTES DO ANEXO  II E NA PROPOSTA DETALHE D
01/09/2014;27/08/2015;LUNA TRUDE CONSTRUÇÕES LTDA;Obras e Serviços de Engenharia;893549.82;A CONTRATADA SE OBRIGA À CONTRATAÇÃO DO SERVIÇO PARA CONSTRUÇÃO DA CRECHE MUNICIPAL DO LOTEAMENTO MARINGÁ - NOVA FRIBURGO -  CONFORME  ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES  NOS  ANEXOS DO EDITAL DO CERTAME EM REFERENCIA.
01/09/2014;01/09/2015;VALDIR GARCIA DE QUEIROZ FILHO;Locação de Imóveis;724;O PRESENTE CONTRATO DE LOCAÇÃO TEM COMO OBJETO O IMOVEL DO LOCADOR. SITUADO NA LOCALIDADE CONHECIDA  COMO SITIO QUATRO IRMÃOS. S/Nº SALINAS. 3º DISTRITO DE NOVA FRIBURGO PARA FINS DE  IMPLANTAÇÃO DA SUBUNIDADE DE SAÚDE DA  FAMÍLIA BA LOCALIDADE DE SALINA
17/10/2014;18/12/2014;PEDRO JOSE DE QE ALMEIDA NETO;Prestação de serviços;100;O CONTRATADO SE OBRIGA A EXECUTAR O SERVIÇO DE LEILOEIRO  PÚBLICO PARA FUTURA ALIENAÇÃO DE BENS MÓVEIS INSERVÍVEIS  DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL CONFORME ESPECIFICAÇÕES . CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO II E NA PROPOSTA  DETALHE  DO E
01/10/2014;01/10/2015;MUNICÍPIO DE NOVA FRIBURGO;Outros;2000;O PRESENTE CONTRATO DE LOCAÇÃO TEM POR OBJETO O IMÓVEL DOS LOCADORES. SITUADO NA RUA DANTE LAGINESTRA. Nº 53. CENTRO . NESTA CIDADE PARA FINS DE INSTALAÇÃO E FUNCIONAMENTO DO CENTRO DE REFERÊNCIA   ESPECIALIZADO DA ASSISTÊNCIA SOCIAL-CREAS CENTRO.
01/10/2014;01/10/2015;MUNICÍPIO DE NOVA FRIBURGO;Locação de Imóveis;790;O PRESENTE CONTRATO DE LOCAÇÃO TEM POR OBJETO O IMÓVEL DE LOCADOR. SITUADO NA  AVENIDA  RAUL RIVAIL GRIPP. Nº 75. CASA TERREA. AMPARO. PARA FINS DE FUNCIONAMENTO DA UNIDADE DE ESTRATÉGIA DE SAÚDE DA FAMÍLIA.
03/10/2014;03/10/2015;MUNICÍPIO DE NOVA FRIBURGO;Locação de Imóveis;900;O PRESENTE CONTRATO DE LOCAÇÃO TEM COMO OBJETO O IMÓVEL DOS LOCADORES. SITUADO NA LOCALIDADE DENOMINADA POÇO FEIO. ÀS MARGENS DA ESTRADA VEREADOR EUGENIO GUILHERME SPITZ. LUMIAR - 5º DISTRITO DE NOVA FRIBURGO. PARA FINS DE INSTALAÇÃO  DA BASE DESCENTRALIZ
27/10/2014;24/02/2015;DIAS E PEREIRA CONSTRUÇÕES LTDA.;Prestação de serviços;41688.27;A CONTRATADA SE OBRIGA À CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DE BANHEIROS  MASCULINOS E FEMININOS E PARA PORTADORES DE NECESSIDADES ESPECIAIS NA  RUA CEL. ZAMITH. BAIRRO YPU - NOVA FRIBURGO CONFORME ESPECIFICAÇÕES  CONDIÇÕES E QUANTIDADES CONSTANTES N
12/11/2014;12/03/2015;ECOM - SISTEMA ENGENHARIA E MEIO AMBIENTE LTDA ME;Obras e Serviços de Engenharia;456872.32;A CONTRATADA SE OBRIGA À PRESTAÇÃO DO SERVIÇO DE REFORMA E MELHORIAS DO CAMPO DE FUTEBOL DO BAIRRO CORDOEIRA - 1º DISTRITO - NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NOS ANEXOS DO EDITAL DO CERTAME EM REFERÊNCIA.
05/12/2014;05/01/2015;GRAFICA IRMAOS MIRANDA DE FRIBURGO LTDA ME;Prestação de serviços;6970;A CONTRATADA SE  OBRIGA À PRESTAÇÃO DO SERVIÇO DE CONFECÇÃO DE ADESIVOS DE VISTORIA 2014. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NOS ANEXOS DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.
05/12/2014;05/12/2015;MAVI TINTAS E SINALIZADORA LTDA - EPP;Consórcio Públ-Contrato de Rateio-Serv. em Geral;41700;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE TINTAS PARA DEMARCAÇÃO  VIÁRIA. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NOS ANEXOS DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO. A EXECUÇÃO SERÁ FEITA EM TRÊS ENTREGAS COM
31/12/2014;31/12/2014;SHOW MIL PRODUÇÕES ARTÍSTICAS LTDA.;Prestação de serviços;25000;A CONTRATADA SE OBRIGA À REALIZAÇÃO DO SHOW NO DIA 31 DE DEZEMBRO DE 2014 PELO CANTOR PAULINHO DA MOCIDADE POR OCASIÃO DAS COMEMORAÇÕES DO REVEILLON 2014/2015. NO HORÁRIO DE 21:30 HS. ÀS 23:30 HS. NA ´PRAÇA DERMERVAL  BARBOSA MOREIRA . NO CENTRO DA CIDADE
15/12/2014;15/12/2015;JAVI VIAGENS E TURISMO LTDA.;Prestação de serviços;200000;A CONTRATADA SE OBRIGA A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE AGENTE DE VIAGEM. AQUISIÇÃO DE PASSAGENS AÉREAS E DE SUPERFÍCIE PARA ATENDER OS SERVIDORES DA ADMINISTRAÇÃO DIRETA DO MUNICÍPIO DE NOVA FRIBURGO E DA SECRETARIA DE
30/12/2014;02/01/2015;C. A. JONAS LOCAÇÃO DE ESTRUTURAS PARA EVENTOS;Prestação de serviços;9400;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO DE GRADES DE CONTENÇÃO. PARA O EVENTO  REVEILLON 2014/2015  CONFORME ESPECIFICAÇÕES CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO II E NA PROPOSTA DEWTALHE DO EDITAL DO CERTAME EM REFERÊNCIA E NO RESULTADO DO
30/12/2014;02/01/2015;QUALITY MIX EMPREENDIMENTOS LTDA-ME;Consórcio Públ-Contrato de Programa-Outros;27980;A CONTRATADA SE OBRIGA A CONTRATAR EMPRESA ESPECIALIZADA EM LOCAÇÃO DE BANHEIROS QUÍMICOS  PARA ATENDER AO EVENTO  REVEILLON 2014/2015. CONFORME  ESPECIFICAÇÕES . CONDIÇÕES  E QUANTIDADESS CONSTANTES NO ANEXO  I E NA PROPOSTA DETALHE DO EDITAL DO CERTAME
01/12/2014;01/12/2015;MUNICÍPIO DE NOVA FRIBURGO;Locação de Imóveis;1730;O PRESENTE CONTRATO DE LOCAÇÃO TEM COMO OBJETO O IMÓVEL DO LOCADOR. SITUADO NA RUA ESPIRITO SANTO. Nº 09 (ANTIGO Nº11) - LOJA E SOBRE LOJA. OLARIA. NOVA FRIBURGO. PARA FUNCIONAMENTO DA UNIDADE DE SAÚDE DA ESTRATÉGIA  DE FAMÍLIA DE OLARIA  II. SENDO EXPRES
30/12/2014;04/01/2015;B Z SONORIZAÇÃO E EVENTOS LTDA - ME;Prestação de serviços;28900;
30/12/2014;02/01/2015;NOVAS TENDAS RIO BONITO  LTDA. - EPP;Prestação de serviços;64500;A CONTRATADA SE OBRIGA A LOCAÇÃO DE EQUIPAMENTOS DE MONTAGEM PARA A REALIZAÇÃO  DO REVEILLON 2014/2015. CONFORME ESPECIFICAÇÕES CONDIÇÕES E QUANTIDADES  CONSTANTES NO ANEXO  I E NA PROPOSTA DETALHE DO EDITAL DO CERTAME  EM REFERÊNCIA. E NO RESULTADO DO JU
30/12/2014;02/01/2015;H.V FINTELMAN LOCAÇÃO E SERVIÇOS -ME - FIRMA INDIV;Prestação de serviços;13909.2;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇO DE CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SEGURANÇA E APOIO PARA REALIZAÇÃO DO  REVEILLON 2014/2015. CONFORME ESPECIFICAÇÕES. CONDIÇOES E QUANTIDADES CONSTANTES  NO ANEXO  I  E NA PROPOSTA DETALHE DO EDITAL DO
