ASSINATURA;VENCIMENTO;FORNECEDOR;TIPO;VALOR;OBJETIVO
16/05/2015;16/05/2015;LOKASOM SONORIZACAO LTDA ME;Prestação de serviços;26400;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇO DE SONORIZAÇÃO. PARA REALIZAÇÃO  DO DESFILE  DE 16 DE MAIO. ANIVERSÁRIO DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E  QUANTIDADES   CONSTANTES NO ANEXO II. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.
21/05/2015;18/08/2015;CENTRO RADIOLÓGICO DE NOVA FRIBURGO LTDA.;Prestação de serviços;5040;A CONTRATADA SE OBRIGA  À REALIZAÇÃO DE PROCEDIMENTOS DE DIAGNÓSTICO EM RADIOLOGIA CONTRASTADA ( RADIOGRAFIA DE ESTÔMAGO E DUODENO )  PARA ATENDIMENTO AOS PACIENTES DO SUS. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NA REQUISIÇÃO DE SERVIÇO EM REFERÊNCIA  (FL. 64 ) E PROPOSTA DETALHE APRESENTADA  PELA EMPRESA CONTRATADA ( FL. 16)
21/05/2015;30/04/2017;PEDRO SERGIO CORREA;Locação de Imóveis;1030;O PRESENTE CONTRATO. TEM POR OBJETO A LOCAÇÃO DE UM. IMÓVEL PERTENCENTE AO LOCADOR SITUADO NA RUA FRANCISCO LKOPES. Nº 178. VARGINHA. PARA FINS DE INSTALAÇÃO E FUNCIONAMENTO DO ESF-ESTRATÉGIA DE  SAÚDE EM FAMÍLIA.
04/05/2015;28/06/2015;GETFARMA DITR. DE MEDICAMENTOS LTDA.;Compras em Geral;1380000;A CONTRATADA SE OBRIGA FORNECER MATERIAL MÉDICO REQUISITADO PELA SECRETARIA  DE SAÚDE. PRATICANDO O DESCONTO GLOBAL DE 57/11 % NOS ITENS CONSTANTES DA ATA DE REGISTRO DE PREÇOS ( FLS. 416/417) CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES EM
16/05/2015;13/12/2015;CLIMAGEM LTDA.;Prestação de serviços;34340;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE PROCEDIMENTOS  DE DIAGNÓSTICO  EM RADIOLOGIA CONTRASTADA (CLÍSTER OPACO COM DUPLO CONTRASTE. HISTEROSSALPINOGRAFIA. RADIOGRAFIA DE INTESTINO DELGADO. URETROCISTOGRAFIA E UROGRAFIA VENOSA) PARA ATENDIMENTO AOS PACIEN
22/05/2015;21/05/2016;DINÂMICA E SEGURANÇA DO TRABALHO LTDA.;Prestação de serviços;928000;A CONTRATADA SE OBRIGA À CONTRATAÇÃO DE EMPRESA  PARA A PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS EM ENGENHARIA E MEDICINA DO TRABALHO E DE SAÚDE OCUPACIONAL.  CONFORME ESPECIFICAÇÕES.  CONDIÇÕES E QUANTIDADES  CONSTANTES NOS ANEXOS DO EDITAL DO CERTAME EM REF
16/05/2015;19/05/2015;NOVAS TENDAS RIO BONITO  LTDA. - EPP;Prestação de serviços;13000;A CONTRATADA SE OBRIGA A LOCAÇÃO  DE EQUIPAMENTOS DE MONTAGEM. PARA A REALIZAÇÃO DO DESFILE CÍVICO MILITAR NO DIA 16 DE MAIO DE 2015. DIA DO ANIVERSÁRIO DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES  CONSTANTES NO ANEXO  I  E NA PROP
16/05/2015;19/05/2015;NOVAS TENDAS RIO BONITO  LTDA. - EPP;Prestação de serviços;33000;
29/05/2015;29/08/2015;TRADE ASSESSORIA E PROJETOS LTDA-ME;Prestação de serviços;167500;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PROMOVER A REALIZAÇÃO E O DESENVOLVIMENTO DAS CONFERÊNCIAS MUNICIPAIS DE ASSISTÊNCIA SOCIAL. DIREITOS HUMANOS E TRABALHO. CONFORME TERMO DE REFERÊNCIA EM ANEXO.  CONFORME ESP.
12/05/2015;13/05/2015;ENERGISA SOLUÇÕES S.A.;Prestação de serviços;422425;A CONTRATADA SE OBRIGA A MANUTENÇÃO DA EXPANSÃO E DA MODERNIZAÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA DO MUNICÍPIO DE NOVA  FRIBURGO. INCLUINDO  O FORNECIMENTO DEMATERIAIS. CONFORME ESPECIFICAÇÕES. CONDIÇÕES  E QUANTIDADES CONSTANTES DA REQUISIÇÃO DE SERV
15/05/2015;16/05/2015;QUALITY MIX EMPREENDIMENTOS LTDA-ME;Prestação de serviços;5270;A CONTRATADA SE OBRIGA A PRESTAÇÃO DE SERVIÇOS  DE:  LOCAÇÃO DE BANHEIROS QUÍMICOS PARA A REALIZAÇÃO DO DESFILE CÍVICO MILITAR DE 16 DE MAIO. ANIVERSÁRIO DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES  NO ANEXO II E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.
12/06/2015;11/06/2016;MAPFRE SEGUROS GERAIS S.A.;Prestação de serviços;99800;O OBJETO DO CONTRATO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA  PARA PRESTAÇÃO DE SERVIÇO DE SEGURO PARA VEÍCULOS PERTENCENTES À FROTA OFICIAL DA PREFEITURA MUNICIPAL DE NOVA FRIBURGO, CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I.   E  NA PROPOSTA  DETALHE DO EDITAL DO CERTAME  EM REFERÊNCIA. ENO RESULTADO DO JULGAMENTO.
09/06/2015;16/12/2015;ITAÚBA CONSTRUTORA LTDA. ME.;Obras e Serviços de Engenharia;795088.88;O OBJETO DO PRESENTE CONTRATO É A CONSTRUÇÃO D0 CAMPO DE GRAMA SINTÉTICA NOS BAIRROS CATARCIONE E OLARIA/NOVA FRIBURGO-RJ.. PODERÁ SOFRER ACRÉSCIMOS OU SUPRESSÕES. NOS LIMITES PREVISTOS NO ART. 65. §§ 1º E 2º DA LEI FEDERAL Nº 8666/93.
12/06/2015;12/06/2016;PEDRINCO PEDREIRAS E INDUSTRIA DE CONCRETO LTDA;Compras em Geral;246235;A CONTRATADA SE OBRIGA A FORNECER ARTEFATOS DE CONCRETO PARA SECRETARIA MUNICIPAL DE OBRAS. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO II  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERENCIA E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE OS ITENS 01 A 09 E 12 A 14.
12/06/2015;12/06/2016;SE ESSA RUA FOSSE MINHA IND. E COM. DE ART. DE CO;Compras em Geral;5220;A CONTRATADA SE OBRIGA A FORNECER ARTEFATOS DE CONCRETO PARA SECRETARIA MUNICIPAL DE OBRAS. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO ii E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERENCIA E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE OS ITENS 10 E 11.
01/06/2015;31/05/2017;CLUBE DE XADREZ DE NOVA FRIBURGO;Locação de Imóveis;10000;O PRESENTE CONTRATO DE LOCAÇÃO TEM COMO OBJETO PARTE DAS DEPENDÊNCIAS DO IMÓVEL DO LOCADOR. SITUADO NA AVENIDA GALDINO DO VALE FILHO. Nº 151. CENTRO. NESTA CIDADE. PARA FINS DE ACOMODAÇÃO DO CENTRO DE CONVIVÊNCIA DA TERCEIRA IDADE.
03/06/2015;31/08/2015;SANDECO SUL-AMERICANA DE ENGENHARIA E COMÉRCIO LTD;Prestação de serviços;784325.51;A CONTRATADA SE OBRIGA A MANUTENÇÃO DA EXPANSÃO E DA MODERNIZAÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA DO MUNICÍPIO DE NOVA FRIBURGO. INCLUINDO O FORNECIMENTO DE MATERIAIS. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NA REQUISIÇÃO DE SERVIÇO
13/06/2015;23/12/2015;CANOA DA SERRA TURISMO E VIAGENS LTDA-ME;Prestação de serviços;55000;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇO DE TRANSPORTE PARA ALUNOS DA BANDA DE TAMBORES DO COLÉGIO ODETTE PENA MUNIZ VISANDO A PARTICIPAÇÃO EM CONCURSOS. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  II  E NA PROPOSTA DETALHE DO
17/06/2015;16/06/2016;DESIGNETEC COMUNICAÇÃO LTDA ME;Prestação de serviços;1800000;CLAUSULA SEGUNDA - O PRESENTE CONTRATO TEM POR OBJETO A EXECUÇÃO DOS SERVIÇOS DE PUBLICIDADE. PROPAGANDA E MARKETING DA PREFEITURA MUNICIPAL DE NOVA FRIBURGO. ABRANGENDO INCLUSIVE AS ENTIDADES  COM PERSONALIDADE JURÍDICA DE DIREITO PRIVADO. SOB CONTROLE D
15/06/2015;05/12/2015;REAL MIX COMÉRCIO E ADMINISTRAÇÃO DE VENDAS EIRELI;Compras em Geral;58800;A CONTRATADA SE OBRIGA A AQUISIÇÃO DE SINALIZADORES ACÚSTICOS VISUAIS. ESTROBOS E SIRENES PARA EQUIPAR VEÍCULOS ADQUIRIDOS PELA SECRETARIA DE MOBILIDADE URBANA. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO  ANEXO  I . E NA PROPOSTA DETAL
18/06/2015;18/08/2015;REDANTEC BRAGA EXTINTORES E PROJETOS E INSTALACOES LTDA- EPP;Prestação de serviços;66500;CONTRATAÇÃO DE EMPRESA OU INSTITUIÇÃO CREDENCIADA COMO INSTALADORA E CONSERVADORA JUNTO AO CBMERJ PARA ATENDER AO LAUDO DE EXIGÊNCIA P-06586/13  E PARECER TÉCNICO SST/.6º GBM Nº 001/2014 VISANDO A ADEQUAÇÃO DO TEATRO MUNICIPAL LAERCIO RANGEL VENTURA ÀS NO
16/06/2015;08/02/2016;CALEDONIA CONSTRUTORA LTDA.;Obras e Serviços de Engenharia;497370.29;O OBJETO DO PRESENTE CONTRATO É A REFORMA E AMPLIAÇÃO DA PRAÇA DAS COLÔNIAS NA PRAÇA DO SUSPIRO - CENTRO DE NOVA FRIBURGO.RJ.. O QUE PODERÁ SOFRER ACRÉSCIMOSOU SUPRESSÕES. NOS LIMITES PREVISTOS NO ART. 65. §§  1º E 2º . DA LEI FEDERAL Nº 8.666/93.  A PRESTAÇÃO DO SERVIÇO DAR-SE-Á  EM CONFORMIDADE COM A PROPOSTA DE PREÇOS DA CONTRATADA. DATADA DE 27 DE MAIO DE 2015. ACOSTADA ÀS FOLHAS  252/260 DO PROCESSO ADMINISTRATIVO Nº 8872/2015. A QUAL. JUNTAMENTE  COM A EDITAL DE TOMADA DE PREÇOS Nº 006/2015 E SEUS ANEXOS. SÃO PARTE INTEGRANTES E INSEPARÁVEIS DESTE CONTRATO...
12/06/2015;12/06/2016;PETROBRAS DISTRIBUIDORA S.A;Compras em Geral;711150;A CONTRATADA SE OBRIGA AO FORNECIMENTO  DE EMULSÃO  ASFÁLTICA RUPTURA MÉDIA 1C. PARA O MUNICÍPIO DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO I  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME  EM REFERÊNCIA. E NO RESULTADO  DO JULGAMENTO.FICA  O NOVO VALOR DO CONTRATO REAJUSTADO PARA R$ 758.057.28 ( SETECENTOS E CINQUENTA E OITO MIL. CINQUENTA E SETE REAIS E VINTE  E OITO CENTAVOS ).
13/06/2015;13/08/2015;CONFIA  COMÉRCIO E SERVIÇOS LTDA - ME;Obras e Serviços de Engenharia;36631.4;§ 1º - O OBJETO É CONSTRUÇÃO DE FOSSA. FILTRO E CAIXA DE GORDURA NAS ESCOLAS MUNICIPAIS TOCA DA ONÇA. GALDINÓPOLIS. NOSSA SENHORA DE NAZARÉ E ALAIR CAMPOS OUVERNEY - NOVA FRIBURGO. E PODERÃO SOFRER ACRÉSCIMOS OU  SUPRESSÕES PREVISTOS NO ART. 65. §§1º E 2º DA LEI FEDERAL Nº 8.666/93.  -  § 2º  A PRESTAÇÃO DE SERVIÇOS DAR-SE-Á EM CONFORMIDADE COM A PROPOSTA DE PREÇOS DA CONTRATADA. DATADA DE 27 DE FEVEREIRO DE  2015. ACOSTADA ÀS FLS.178/181 DO PROCESSO ADMINISTRATIVO Nº  19498/14. A QUAL.  JUNTAMENTE  COM O EDITAL DE TOMADA DE PREÇOS  Nº 003/ E SEUS ANEXOS. SÃO PARTE INTEGRANTES  E INSEPARÁVEIS  DESTE  CONTRATO. INDEPENDENTES DE TRANSCRIÇÃO.
26/06/2015;27/06/2015;LANTERNAGEM E PINTURA CEM POR CENTO CONSELHEIRO PAULINO LTDA;Prestação de serviços;17500;CO0NTRATAÇÃO DE EMPRESA PARA SERVIÇO NO CAMINHÃO VW 13-190 WORKER. CONFORME TERMO DE REFERÊNCIA ANEXO  II,  CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  II  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.2.1 - A EXECUÇÃO DO OBJETO DO PRESENTE CONTRATO SERÁ DE ACORDO COM A ESPECIFICAÇÃO FORMULADA PELO CONTRATANTE NO EDITAL E ANEXOS EM REFERÊNCIA.
19/06/2015;31/12/2015;MEGAMIX COMERCIO E SERVIÇOS-ME;Compras em Geral;249000;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE MÁQUINA PARA PINTURA  PARA DEMARCAÇÃO  VIÁRIA HORIZONTAL. PARA PINTURA DE FAIXA. FAIXAS DE PEDESTRES. SETAS ETC. COM DOIS ( 02) RESERVATÓRIOS EM AÇO INOX.  COM CAPACIDADE DE 100 ( CEM ) LITROS PARA CADA TINTAS AMARELA/BRANCA. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES  CONSTANTES NO  ANEXO  II  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO  DO JULGAMENTO.  O PRAZO CORRETO É AQUELE CONSTANTE NO EDITAL DE PROCEDIMENTO E PASSA A FAZER PARTE DO PRESENTE INSTRUMENTO CONTRATUAL.
24/06/2015;31/12/2015;MANOEL NUNES DE JESUS;Compras em Geral;13410;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS  PARA ATENDIMENTO  A CASA DE ACOLHIMENTO DE CRIANÇAS E ADOLESCENTES . DO MUNICÍPIO DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I  E NA PROPOSTA DETALHE  DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAM
24/06/2015;24/04/2016;O. MAROTI IND. COM. E DISTRIBUIÇÃO DE ALIMENTOS;Compras em Geral;3433.6;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS PARA ATENDIMENTO A CASA DE ACOLHIMENTO DE CRIANÇAS E ADOLESCENTES DO MUNICÍPIO DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I   E NA  PROPOSTA DETALHE  DO EDITAL DO CERTAME EM REFERÊNCIA . E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE  O LOTE 03.  O PRAZO SERÁ DE  120 DIAS. DEPENDENTE DAS REQUISIÇÕES QUE SERÃO FEITAS PARA O ATENDIMENTO PROPOSTO.  PODERÁ SER CORRIGIDO.
22/07/2015;21/05/2016;VINAQUE COMERCIO DE VINHOS LTDA;Compras em Geral;46136;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS PARA ATENDIMENTO A CASA DE ACOLHIMENTO DE CRIANÇAS E ADOLESCENTES DO MUNICÍPIO DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES.  CONSTANTES NO ANEXO  I  E NA  PROPOSTA  DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE OS LOTES 01 E 02.o PRESENTE PRAZO PODERÁ SER MODIFICADA. UMA VEZ QUE O ATENDIMENTO   À CASA DE ACOLHIMENTO SERÁ FEITO MEDIANTE REQUISIÇÕES DO CONTRATANTE.
26/06/2015;31/12/2015;ECOM-SISTEMA ENGENHARIA E MEIO AMBIENTE LTDA ME;Obras e Serviços de Engenharia;169376.99;§ 1º - O OBJETO É  A CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DA  ÁREA  EXTERNA  DA ESCOLA IZABEL GOMES SIQUEIRA - PARQUE DAS FLORES - NOVA FRIBURGO. A QUAL PODERÁ SOFRER  ACRÉSCIMOS OU SUPRESSÕES. NOS LIMITES PREVISTOS NO ART. 65.§§ 1º E 2º DA  LEI FEDERAL Nº 8.666/93.   § 2º -  A PRESTAÇÃO DE SERVIÇOS DAR-SE-Á EM CONFORMIDADE COM A PROPOSTA  DE PREÇOS DA CONTRATADA. DATADA DE 04 DE MAIO DE 2015. ACOSTADA ÀS FLS. 204/2087 DO PROCESSO ADMINISTRATIVO Nº  30396/2014. A QUAL. JUNTAMENTE COM O EDITAL DE TOMADA DE PREÇOS Nº 005/2015 E SEUS ANEXOS. SÃO PARTE INTEGRANTE E INSEPARÁVEIS DESTE CONTRATO. INDEPENDENTE DE TRANSCRIÇÃO.
01/06/2015;31/05/2019;FABRICA DE RENDAS ARP S.A.;Locação de Imóveis;17640;O PRESENTE CONTRATO DE LOCAÇÃO TEM POR OBJETO O IMÓVEL DA LOCADORA  SITUADO NA  AVENIDA CONSELHEIRO JULIUS ARP. Nº  80. ED. XII.  1º PAVIMENTO. CENTRO. NESTE MUNICÍPIO. COM ÁREA DE   1.382.90 M².  ( UM MIL. TREZENTOS E OITENTA E DOIS E NOVENTA METROS QUADRADOS). CONFORME PLANTA  EM ANEXO. QUE PASSA A FAZER PARTE DO PRESENTE . PARA FINS DE INSTALAÇÃO DO ALMOXARIFADO CENTRAL/SAÚDE. VINCULADO À SECRETARIA DE INFRA ESTRUTURA E LOGÍSTICA.
13/06/2015;16/06/2015;REDANTEC BRAGA EXTINTORES E PROJETOS E INSTALACOES LTDA- EPP;Prestação de serviços;10200;CONTRATAÇÃO DE EMPRESA CREDENCIADA COMO INSTALADORA E CONSERVADORA JUNTO AO CBMERJ. PARA ATENDER AO LAUDO DE EXIGÊNCIAS P-06586/13 E PARECER TÉCNICO SST/6° GBM Nº 001/2014 VISANDO ADEQUAÇÃO DO TEATRO MUNICIPAL LAÉRCIO RANGEL VENTURA AS NOVAS EXIGÊNCIAS DE PREVENÇÃO E PÂNICO DE ACORDO COM A LEGISLAÇÃO VIGENTE. CONFORME ESPECIFICAÇÕES   E QUANTIDADES  CONSTANTES NO ANEXO  I  E NA PROPOSTA  DETALHE DO  EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO  DO JULGAMENTO.A ENTREGA DOS SERVIÇOS CONTRATADOS SERÁ IMEDIATA..
24/06/2015;25/06/2015;OFFICE SOLUÇAO EM COMÉRCIO DE MOVEIS PARA ESCRITORIO EIKRELI-EPP;Compras em Geral;25690;A CONTRATADA SE OBRIGA  A FORNECER O MOBILIÁRIO. E PROCEDER A MONTAGEM  DOS MESMOS. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES DO ANEXO  I  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E RESULTADO DO JULGAMENTO.O PRAZO DE ENTREGA DO MOBILIÁRIO É IMEDIATO CONFORME EXPLICITADO NA PUBLICAÇÃO DO FEITO.
14/07/2015;14/07/2016;PETROBRAS DISTRIBUIDORA S.A;Compras em Geral;249000;"A CONTRATADA SE OBRIGA A ENTREGA DE CAP.50/70 (CIMENTO ASFÁLTICO)  E CM-30 (ASFALTO DILUIDO) A SEREM UTILIZADOS NA PAVIMENTAÇÃO ASFÁLTICA DO MUNICÍPIO DER NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO  DO JULGAMENTO. TÃO SOMENTE O ITEM 02.  ""SERÃO ENTREGAS PROGRAMADAS MEDIANTE PEDIDOS."""
14/07/2015;14/07/2016;PROBITEC PRODUTOS BETUMINOSOS E TECNOLOGIA DE APL;Compras em Geral;1097221.88;A CONTRATADA SE OBRIGA A ENTREGA DE CAP 50/70 (CIMENTO ASFÁLTICO)  E CM-30 (ASFALTO DILUÍDO) A SEREM UTILIZADOS NA PAVIMENTAÇÃO ASFÁLTICA DO MUNICÍPIO DE NOVA FRIB
01/07/2015;30/06/2017;NELSON LAYOLA;Locação de Imóveis;1657.3;O PRESENTE CONTRATO DE LOCAÇÃO TEM COMO OBJETO O IMÓVEL DO LOCADOR. SITUADO NA RUA JOSÉ MARTINS DOS SANTOS. Nº 54. OLARIA. PARA FINS DE ACOMODAÇÃO DA UNIDADEESCOLAR CMEI  ELZA BARBOSA MELHORANÇA.PARÁGRAFO PRIMEIRO  -  ESTE TERMO. EMBORA ASSINADO EM 22 DE JULHO DE 2015. TEM  TODOS OS SEUS EFEITOS E VALIDADE RETROATIVOS A 01 DE JULHO DE 2015.
01/07/2015;31/12/2015;JAYME DA ROSA CONDACK;Locação de Imóveis;1233.98;O PRESENTE CONTRATO DE LOCAÇÃO TEM POR OBJETO O IMÓVEL DO LOCADOR SITUADO NA ESTRADA ALBINO DE SÁ MARTINS. S/Nº.. CONQUISTA. NESTA CIDADE. PARA FINS DE ACOMODAÇÃO DA UNIDADE ESCOLAR CMEI OTELINA DE SÁ MARTINS A. CONDACK.
18/02/2015;16/08/2015;NUTRYENERGE REFEIÇÕES INDUSTRIAIS LTDA.;Prestação de serviços;1473364.6;A CONTRATADA SE OBRIGA À PRESTAÇÃO DE SERVIÇO DE NUTRIÇÃO E ALIMENTAÇÃO  DESTINADA A PACIENTES. ACOMPANHANTES. FUNCIONÁRIOS E OUTROS AUTORIZADOS NAS DEPENDÊNCIAS DO HOSPITAL RAUL SERTÃ - NOVA FRIBURGO- RJ.. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NA REQUISIÇÃO DE SERVIÇO EM REFERENCIA.  (FL. 165) E  PROPOSTA DETALHE APRESENTADA PELA EMPRESA CONTRATADA ( FLS. 91/104).
15/07/2015;14/07/2016;VINAQUE COMERCIO DE VINHOS LTDA-ME;Compras em Geral;108700;"A CONTRATADA SE OBRIGA AO FORNECIMENTO DE CESTAS BÁSICAS PARA OS USUÁRIOS REFERENCIADOS NOS  ""CRAS""   DO MUNICÍPIO  DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E  NO RESULTADO DO JULGAMENTO."
01/07/2015;30/06/2017;JOCELY DE FATIMA GONCALVES DE ABREU;Locação de Imóveis;8517.27;O PRESENTE CONTRATO DE LOCAÇÃO. TEM POR OBJETO  O IMÓVEL SITUADO  NA AVENIDA ANTONIO MARIO DE AZEVEDO. Nº 2275. CÓRREGO DANTAS. PARA FINS DE INSTALAÇÃO DO ALMOXARIFADO CENTRAL DA SECRETARIA DE EDUCAÇÃO.  A SIGNATÁRIA DO PRESENTE CONTRATO É A INVENTARIANTE DO ESPÓLIO DO SR.  WALDIR TEIXEIRA DA SILVA.
01/07/2015;30/06/2017;EVA ZIZELDA ALMEIDA BRAVO;Locação de Imóveis;502.54;O PRESENTE CONTRATO DE LOCAÇÃO TEM POR OBJETO O IMÓVEL DA LOCADORA  (CASA 01)  SITUADO NA RUA JOSÉ POLETTI. Nº 805. ÇOTE 13. RUI SANGLARD. NESTA CIDADE. PARA FINS DE ACOMODAÇÃO DA UNIDADE ESCOLAR CMEI  IZABEL JOVELINA MONTEIRO.
01/07/2015;30/06/2017;JAMILIA DE ALMEIDA ABREU;Locação de Imóveis;527.67;O PRESENTE CONTRATO DE LOCAÇÃO. TEM POR OBJETO O IMÓVEL DE PROPRIEDADE DA LOCADORA.  (CASA 02 ). SITUADO NA RUA JOSÉ POLETTI. Nº 805. LOTE 13. RUI SANGLARD. NESTA CIDADE. PARA FINS DE ACOMODAÇÃO DA UNIDADE ESCOLAR  CMEI  IZABEL  JOVELINA  MONTEIRO.
01/07/2015;30/06/2017;ALBERICO ANTONIO BRANTES;Locação de Imóveis;745.39;O PRESENTE CONTRATO DE LOCAÇÃO. TEM POR OBJETO O IMÓVEL DO LOCADOR. SITUADO NA RUA LUIZ SCHOTTZ. Nº 535. CÓRREGO DANTAS. NESTA CIDADE. PARA FINS DE ACOMODAÇÃODA UNIDADE ESCOLAR  CMEI MARIA INÊS BACHINNI.
01/07/2015;30/06/2016;ROQUEANO SOCIAL CLUBE;Locação de Imóveis;4488.52;O PRESENTE CONTRATO DE LOCAÇÃO TEM POR OBJETO  O IMÓVEL  DO  LOCADOR.  SITUADO  NA AVENIDA  JOSÉ PIRES BARROSO. Nº 999. VIA EXPRESSA.  OLARIA. NESTA CIDADE. PARA FINS DE ACOMODAÇÃO DE UNIDADE ESCOLAR - PROJETO TEMPO DE SER FELIZ.
01/07/2015;30/06/2017;INSTITUIÇÃO DAS OBRAS SOCIAIS MADRE ROSELLI;Locação de Imóveis;8727.11;O PRESENTE TERMO DE LOCAÇÃO É REGIDO  PELO ART.  24. INCISO X. DA LEI FEDERAL Nº 8.666/93. C/C COM  AS DISPOSIÇÕES DA LEI FEDERAL Nº 8.245/91. BEM COMO PELAS CLÁUSULAS  E
24/08/2015;25/08/2015;JG TECH COM. E PREST. DE SERVIÇOS ALIMENTÍCIOS E GRÁFICOS LTDA - ME;Compra de Bens na Área de Tecn. da Informação - TI;129000;1.1 - A CONTRATADA SE OBRIGA AO FORNECIMENTO DE NOTEBOOK PARA ATENDER AS NECESSIDADES DO EJA DO MUNICÍPIO DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I.  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA E NO RESULTADO DO JULGAMENTO.2.1  - A EXECUÇÃO DO OBJETO DO PRESENTE CONTRATO SERÁ DE ACORDO COM AS ESPECIFICAÇÕES FORMULADAS PELO CONTRATANTE NO EDITAL E ANEXOS EM REFERÊNCIA.
